sample_id,split,target,group_hash,source_stems,representative,image,mask
163dc3b2be250429,train,1,163dc3b2be25042958a0d9bffde201419208e72114e15f988a9feeed56f8408c,(50),(50),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\163dc3b2be250429.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\163dc3b2be250429.png
8bcbf969170c4df1,train,1,8bcbf969170c4df15eaf2973ed2d154d7059bf9730ab0ab1f90b93679a4fc439,(1174),(1174),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\8bcbf969170c4df1.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\8bcbf969170c4df1.png
d2aaba61662a06c0,train,1,d2aaba61662a06c098b6d99eaa59464deb17afb468f119d1642822f3e9892575,caries_0_8315,caries_0_8315,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\d2aaba61662a06c0.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\d2aaba61662a06c0.png
b8318e6c86180337,train,1,b8318e6c86180337c0cb71705089815165a4687e3ced6aa7ca94a0426c3657d4,caries_0_3485,caries_0_3485,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\b8318e6c86180337.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\b8318e6c86180337.png
94816baeead81232,train,1,94816baeead8123266eb75b2f5fa44d37de0ff31d49a68cbddb05521153375ee,(1030),(1030),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\94816baeead81232.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\94816baeead81232.png
1f046644e19fe620,train,1,1f046644e19fe620a1671269eb54e6add029effd85a9747ee22427c012f58b50,caries_0_864,caries_0_864,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\1f046644e19fe620.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\1f046644e19fe620.png
4694ef053618893a,train,1,4694ef053618893a88ed07fd80f9e44126bc0d1133286a35092a228e4f2eec08,(869),(869),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\4694ef053618893a.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\4694ef053618893a.png
87ebad803df2f614,train,1,87ebad803df2f6142267f99e42eeb616f6781b4ec62646b2f9ff0877c4a44ede,(320);(419);(432),(320),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\87ebad803df2f614.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\87ebad803df2f614.png
c987dbbe1ac7583f,train,1,c987dbbe1ac7583fccdd2e390a32972cdce657229e847d68edd245664245c8a0,caries_0_195,caries_0_195,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\c987dbbe1ac7583f.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\c987dbbe1ac7583f.png
20fe0e6173a159a6,train,1,20fe0e6173a159a6435a4163c0d02a89af302749733c69fd4146d42e3cfac10c,caries_0_999,caries_0_999,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\20fe0e6173a159a6.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\20fe0e6173a159a6.png
4aa568e276e1cdc0,train,1,4aa568e276e1cdc03ae19eb1b9439a0b4f5050af9b83f7d796691b13d7252fcb,caries_0_8435,caries_0_8435,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\4aa568e276e1cdc0.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\4aa568e276e1cdc0.png
47f4aaad469bf9f0,train,1,47f4aaad469bf9f0522330d78a3d8fa0c140d0f8e7fe7fba81979f0915064474,caries_0_2104,caries_0_2104,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\47f4aaad469bf9f0.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\47f4aaad469bf9f0.png
384f4c2a01be258d,train,1,384f4c2a01be258df66cebebad775acbe8bd0ced58e6deb744c23643023f9faa,(873),(873),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\384f4c2a01be258d.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\384f4c2a01be258d.png
90f039d0bc282458,train,1,90f039d0bc2824587dd27ced14a2579505987642156f9bc498d33e27935626af,caries_0_3776,caries_0_3776,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\90f039d0bc282458.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\90f039d0bc282458.png
bb2af118ba11dbaa,train,1,bb2af118ba11dbaa057406a494518aa6068a9024a3fb44e850bc091c42e927eb,caries_0_3091,caries_0_3091,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\bb2af118ba11dbaa.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\bb2af118ba11dbaa.png
947f49c8e09efd49,train,1,947f49c8e09efd49145730c0b1e4a3f53f17c8ce9b32c2563b00be54e7e26f17,caries_0_6307,caries_0_6307,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\947f49c8e09efd49.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\947f49c8e09efd49.png
8e0d82707220f260,train,1,8e0d82707220f260fec422e7539e826e5241fc43a695b9b0832eade63584742e,(45);181,(45),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\8e0d82707220f260.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\8e0d82707220f260.png
a7783420dc6fbc4d,train,1,a7783420dc6fbc4d16a39d37793b86903c2b5db9aebb03476a8d412d95b18f3e,(621),(621),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\a7783420dc6fbc4d.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\a7783420dc6fbc4d.png
eafab2ae9fd84427,train,1,eafab2ae9fd84427ddfa34a235878ae69bc950f89d5b7300d9c44fd71db91a2d,caries_0_452,caries_0_452,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\eafab2ae9fd84427.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\eafab2ae9fd84427.png
c17f8f424eea4a51,train,1,c17f8f424eea4a51ab57669c0b482539e98bbaa3d20d67ef13342eba77463fcc,caries_0_3579,caries_0_3579,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\c17f8f424eea4a51.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\c17f8f424eea4a51.png
957c8672fd994378,train,1,957c8672fd994378ab1141756c3f8d0c88dc26b8a5e58b82b1adf0e5dd2ca3b1,caries_0_2124,caries_0_2124,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\957c8672fd994378.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\957c8672fd994378.png
1b0a93a1b396003f,train,1,1b0a93a1b396003fdbd8192a2fb9d678ff829ac3dad29345dabd6e7f95b73fa0,caries_0_6681,caries_0_6681,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\1b0a93a1b396003f.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\1b0a93a1b396003f.png
120090262f5e19f4,train,1,120090262f5e19f47b4e6816e0279d646aefe3d1897721de3a90c215ca1266db,caries_0_5918,caries_0_5918,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\120090262f5e19f4.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\120090262f5e19f4.png
b4d7bd3125fa273b,train,1,b4d7bd3125fa273b9bd1a19da9405290c1de0d883d81c29eea266268166d7253,caries_0_4500,caries_0_4500,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\b4d7bd3125fa273b.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\b4d7bd3125fa273b.png
bb8fb1d05fafd867,train,1,bb8fb1d05fafd86738c03f60be1d97a7d9fe849223b36a51487d80aa4e26f374,caries_0_7818,caries_0_7818,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\bb8fb1d05fafd867.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\bb8fb1d05fafd867.png
d356a4f9d6cf2973,train,1,d356a4f9d6cf297302ebb088d5bc54d503ec55640bb11316acae527152832a03,caries_0_5371,caries_0_5371,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\d356a4f9d6cf2973.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\d356a4f9d6cf2973.png
de9aef0a2a3ed8a3,train,1,de9aef0a2a3ed8a38505f579e8c8e261ba07c7b82ebe7e40cacc26a83b37d6c9,(729);(795),(729),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\de9aef0a2a3ed8a3.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\de9aef0a2a3ed8a3.png
388bef17c024cbaf,train,1,388bef17c024cbaf4d6f456119e30d0baef6cea2017a72757cf3876c8229823d,caries_0_6133,caries_0_6133,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\388bef17c024cbaf.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\388bef17c024cbaf.png
e107c845bdb92a84,train,1,e107c845bdb92a84cc04590fc13108e47d6d382db956d15b45b4e9256800f71b,caries_0_5503,caries_0_5503,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\e107c845bdb92a84.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\e107c845bdb92a84.png
ca8619fb218272b2,train,1,ca8619fb218272b25ee5710deb34d1fc4852b188165025ef96286094728047f3,(731),(731),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\ca8619fb218272b2.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\ca8619fb218272b2.png
5ab97f45893fe061,train,1,5ab97f45893fe0611aadc4e1b621bde6a0a75ea7e09c69123e3e089da2ad557c,caries_0_4932,caries_0_4932,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\5ab97f45893fe061.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\5ab97f45893fe061.png
6f641ddfcb24d76a,train,1,6f641ddfcb24d76ad9caf8ef9f86675e631ed6658445211898c01a4df55da86b,(1015);(1068);(1097);(1124);(1141),(1015),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\6f641ddfcb24d76a.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\6f641ddfcb24d76a.png
ce4f2a5352ee357f,train,1,ce4f2a5352ee357fc4b58e2bf36fcdcbc1c5686e1007bf6e99ef3d6db3f5b715,(76),(76),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\ce4f2a5352ee357f.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\ce4f2a5352ee357f.png
38bb65f7ba5d0463,train,1,38bb65f7ba5d0463719420ce7706259ad7ad8b5b1939d75b6f93f70cd4df8364,caries_0_5796,caries_0_5796,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\38bb65f7ba5d0463.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\38bb65f7ba5d0463.png
5c83286db2a9e5ed,train,1,5c83286db2a9e5edd5d32cf3e460c63aec7b15cd4ef386e41e54631694a5f0bb,caries_0_6985,caries_0_6985,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\5c83286db2a9e5ed.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\5c83286db2a9e5ed.png
69a4ce89048e50ce,train,1,69a4ce89048e50ce4aef174626d5a77536d03c1937eb3c7b24bece416565ae43,caries_0_8503,caries_0_8503,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\69a4ce89048e50ce.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\69a4ce89048e50ce.png
7b2828fbb8bfa6bd,train,1,7b2828fbb8bfa6bd57878b938b6a97813282ba49185483024bb2bfc705519e87,(131);(144);(32),(131),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\7b2828fbb8bfa6bd.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\7b2828fbb8bfa6bd.png
1125a68d45ac5842,train,1,1125a68d45ac5842b5180ca5455c6e34efb28bff3211a4efad174d102dcacc25,(167),(167),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\1125a68d45ac5842.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\1125a68d45ac5842.png
a454c9e9a180bd86,train,1,a454c9e9a180bd864e7e1c31b6172f1cc295395a91b60172af299388a292bc21,caries_0_4119,caries_0_4119,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\a454c9e9a180bd86.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\a454c9e9a180bd86.png
96320ac1b3ea2896,train,1,96320ac1b3ea289634d7055cd373e5cb5f8bbfd7bdde41fe4e9848527ed43085,caries_0_1798,caries_0_1798,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\96320ac1b3ea2896.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\96320ac1b3ea2896.png
01bdca02c4f3636c,train,1,01bdca02c4f3636c20fbf9eaa4b7eb4c8175e92a5bccda0d32f03b359c99cd8a,caries_0_8387,caries_0_8387,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\01bdca02c4f3636c.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\01bdca02c4f3636c.png
17f9533b311dae2c,train,1,17f9533b311dae2c76ade682be637c99af2078aafb42699d926ef406e049e87b,(1159);(1212);(1241);(1268);(1285),(1159),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\17f9533b311dae2c.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\17f9533b311dae2c.png
35e510f740e59dbe,train,1,35e510f740e59dbe9b1c88bc1c5e8966524cfc885ee9e0f7ccec0e7a71697b36,caries_0_1899,caries_0_1899,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\35e510f740e59dbe.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\35e510f740e59dbe.png
c03ea81ca98e97ce,train,1,c03ea81ca98e97ce5e1ae41949c47377398340e986f982b6db986d5ad88d9959,caries_0_747,caries_0_747,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\c03ea81ca98e97ce.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\c03ea81ca98e97ce.png
8b3916d3e671419c,train,1,8b3916d3e671419cf2f67bb5c2a61682e2570fa12c94f78cb498bcf4cb776b23,(1171);(1215);(1246),(1171),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\8b3916d3e671419c.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\8b3916d3e671419c.png
505d94d60e540bcf,train,1,505d94d60e540bcf96d02162b81b9aac58dd93b3231517451fcd9cdcc1001651,caries_0_5827,caries_0_5827,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\505d94d60e540bcf.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\505d94d60e540bcf.png
5d79b6667f5ef606,train,1,5d79b6667f5ef606d3d4b1c70c8f49cb99d41f21592dc5dc97f0273f0680baf8,112,112,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\5d79b6667f5ef606.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\5d79b6667f5ef606.png
6b3cb40e44a47a77,train,1,6b3cb40e44a47a77ea35bb2b8b832cfc7b625910b1ee928697adc8cfe41cfb88,caries_0_6507,caries_0_6507,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\6b3cb40e44a47a77.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\6b3cb40e44a47a77.png
3cad5f795a81cc85,train,1,3cad5f795a81cc854f985744fcba64039740d48572f3348a5220fbd8f4257655,caries_0_2742,caries_0_2742,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\3cad5f795a81cc85.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\3cad5f795a81cc85.png
400017a93d26724d,train,1,400017a93d26724dbc2a9d6075e21c11c97323ff71b1648e9294d1c73be8dd94,caries_0_4218,caries_0_4218,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\400017a93d26724d.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\400017a93d26724d.png
2a140cad033fa243,train,1,2a140cad033fa243ca49aee8b1221af89a2ff6efa85895fbe4f83242c6938c01,(1089),(1089),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\2a140cad033fa243.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\2a140cad033fa243.png
5e359a4d7a263aea,train,1,5e359a4d7a263aea907c3f30870b3684e572192fb3c1e1c48b6a7372673eba36,(1009),(1009),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\5e359a4d7a263aea.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\5e359a4d7a263aea.png
b65d0102834b9f30,train,1,b65d0102834b9f30fe8391e504924803cb09ce0a589ee3e5c5dd414fde72ea54,196,196,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\b65d0102834b9f30.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\b65d0102834b9f30.png
0678611300e41136,train,1,0678611300e411367421a2c25ab5c1eda69ed072bbe6f608445c50a0fec3dabc,(1229),(1229),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\0678611300e41136.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\0678611300e41136.png
29d01a2e7c14c844,train,1,29d01a2e7c14c844babcb6601cc9f0231e5a58b9c7bfa6ea9651902158efe0e5,(338),(338),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\29d01a2e7c14c844.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\29d01a2e7c14c844.png
2f2713e445a5a402,train,1,2f2713e445a5a4025029427461243630ffdaf89ba889c0b57d2be3fe75bb4a44,caries_0_5847,caries_0_5847,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\2f2713e445a5a402.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\2f2713e445a5a402.png
b4d46dbeebbc74fc,train,1,b4d46dbeebbc74fc2cef80ecda0a98ba7a3800e16892f1432379dcf23a7da6e0,caries_0_3363,caries_0_3363,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\b4d46dbeebbc74fc.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\b4d46dbeebbc74fc.png
a8f88b724d942e36,train,1,a8f88b724d942e36ade58f94ed7ca94880f34b7b6c50f0f16be328d9591bc067,(14);(77),(14),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\a8f88b724d942e36.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\a8f88b724d942e36.png
2903d7dcd21f4dc9,train,1,2903d7dcd21f4dc91544c0d43336c189af2e3fbf4de872ffc6e8d0b3ca71a1dc,caries_0_841,caries_0_841,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\2903d7dcd21f4dc9.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\2903d7dcd21f4dc9.png
6f6c61bb0ec700c2,train,1,6f6c61bb0ec700c2f393e0390cce4b858d70f54d77fc2121f6e2a2215c5cf83d,caries_0_8054,caries_0_8054,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\6f6c61bb0ec700c2.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\6f6c61bb0ec700c2.png
aa7edb3edc63ef93,train,1,aa7edb3edc63ef9340409822d88a106f6343d928eab04e9aa4d726fff3aba33d,(739);(783);(814);(863),(739),C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\aa7edb3edc63ef93.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\aa7edb3edc63ef93.png
4402c9fbae02ff52,train,1,4402c9fbae02ff52e16c5383f200a8b85c2e8f479b868ba3d8a726e8a65a95fd,caries_0_6337,caries_0_6337,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\4402c9fbae02ff52.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\4402c9fbae02ff52.png
83a4cdeafa9dc74c,train,1,83a4cdeafa9dc74c2fe77736f0ba7d75b9aff32351a66c1b5ba7c7b8f6ab96c2,caries_0_8643,caries_0_8643,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\83a4cdeafa9dc74c.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\83a4cdeafa9dc74c.png
d0cae1091e29d8ef,train,1,d0cae1091e29d8ef32944b56cf22b8cfc4bc2302477d7fc6c924c529e8ccabeb,caries_0_9091,caries_0_9091,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\images\train\d0cae1091e29d8ef.jpg,C:\Users\16024\Desktop\齿镜\calculus-unetpp\data\processed\masks\train\d0cae1091e29d8ef.png
